Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice
248,4,3,312,2,5,2,41,3,62,1,1,1,1,302,146,175,173,241,0,1,2,1,30,2,167,140000
249,7,3,593,4,6,2,96,42,98,2,2,2,1,302,190,173,197,584,1,2,5,0,85,2,247,180000
250,4,3,937,4,5,3,48,57,257,2,1,2,1,370,616,658,357,747,1,2,4,2,25,2,286,277000
251,0,3,16,1,2,0,28,22,62,1,1,1,1,302,349,442,173,247,0,0,3,0,0,0,12,76500
252,6,1,837,4,7,2,102,56,213,2,2,2,1,494,569,584,173,662,1,2,2,1,94,2,325,235000
253,7,3,538,2,5,2,85,43,62,2,2,2,1,302,511,213,191,527,1,2,3,0,79,2,143,173000
254,3,3,512,2,5,3,67,36,127,1,1,2,1,264,291,241,173,199,1,2,4,0,49,1,116,158000
255,4,3,393,2,4,2,52,12,62,1,1,1,1,368,405,482,173,548,0,1,2,0,38,1,26,145000
256,7,3,821,3,6,2,86,46,255,2,2,2,1,302,450,448,297,471,1,2,5,1,74,2,156,230000
257,7,2,744,4,5,2,96,42,62,2,2,2,1,479,89,88,240,356,1,2,4,0,85,2,245,207500
258,4,3,754,4,6,2,102,57,84,2,2,2,1,470,464,549,173,414,1,2,5,1,94,2,180,220000
259,7,3,828,4,6,2,99,41,247,2,2,2,1,491,533,575,268,658,1,2,4,1,90,2,253,231500
260,4,1,56,1,4,2,36,5,62,1,2,0,0,302,40,163,173,66,0,1,1,0,10,1,32,97000
261,3,3,565,2,5,2,50,20,114,1,1,1,1,198,401,296,173,320,0,1,3,1,66,2,145,176000
262,7,3,935,4,7,2,103,56,189,2,2,3,1,302,593,674,355,744,1,3,7,1,89,3,330,276000
263,3,3,405,1,5,3,74,47,52,1,1,2,2,225,204,351,173,407,0,1,3,1,55,2,155,151000
264,4,1,135,1,4,3,54,41,62,1,0,1,1,118,233,260,173,381,0,1,3,0,52,2,171,130000
265,0,1,13,1,4,2,23,43,62,1,0,0,1,302,104,290,173,13,0,1,1,0,46,2,73,73000
266,4,3,728,3,5,2,101,35,159,1,1,2,1,166,343,415,173,374,1,2,4,1,71,2,127,175500
267,7,3,622,3,5,2,89,52,62,1,2,2,1,376,387,355,186,483,1,1,5,1,76,2,188,185000
268,3,3,393,1,4,3,53,52,62,1,2,1,1,327,59,271,129,454,1,2,5,1,63,1,54,179500
269,0,1,157,0,4,2,28,6,62,1,1,1,1,238,286,278,173,129,0,1,1,1,50,1,152,120500
270,4,3,470,1,5,3,70,31,152,1,1,1,2,206,535,409,173,280,0,1,3,1,59,1,73,148000
271,7,2,914,4,7,2,102,57,62,2,2,2,1,302,465,311,292,730,1,2,5,1,94,3,341,266000
272,4,3,864,4,6,3,41,50,62,1,1,2,1,446,554,498,173,442,0,1,2,2,30,2,225,241500
273,7,3,960,5,7,3,86,56,270,2,2,2,1,409,563,462,364,764,1,2,6,1,74,3,364,290000
274,4,3,385,2,5,2,48,40,126,1,1,1,1,147,439,184,173,339,1,1,3,1,25,1,23,139000
275,4,3,184,2,4,3,29,4,62,1,1,1,1,422,87,83,173,131,0,1,2,0,72,1,30,124500
276,4,3,735,1,6,3,23,56,62,2,0,1,1,302,317,230,81,459,1,3,2,0,55,2,172,205000
277,4,3,716,2,6,2,96,42,62,2,2,3,1,302,449,493,173,492,1,2,4,0,85,2,198,201000
278,4,3,325,3,3,2,37,9,62,1,1,1,1,131,89,88,173,99,0,1,1,0,32,2,105,141000
279,4,3,1052,5,8,2,102,56,317,3,2,3,1,302,703,736,173,839,1,3,5,1,89,3,424,415298
280,7,3,669,4,6,2,74,28,147,1,1,2,1,211,414,464,257,520,1,1,5,1,61,2,215,192000
281,7,3,815,2,6,2,107,44,234,2,1,2,1,485,522,639,252,644,1,2,4,1,69,2,252,228500
282,4,2,241,4,5,2,102,57,133,2,2,2,1,377,378,413,173,476,1,2,2,0,94,2,107,185000
283,6,3,745,5,6,2,103,58,151,2,2,2,1,517,405,482,173,548,1,2,3,1,96,2,238,207500
284,4,3,873,4,7,2,110,59,186,2,2,2,1,302,495,597,173,689,1,2,3,1,96,3,313,244600
285,6,3,529,2,5,2,91,33,62,2,2,2,1,350,353,561,173,452,1,2,2,0,81,2,282,179200
286,2,2,486,4,6,2,102,56,62,2,2,2,1,302,294,333,166,285,1,2,2,0,94,2,87,164700
287,4,3,190,2,5,3,50,35,62,1,1,1,1,100,157,279,143,612,0,2,4,1,29,2,113,159000
288,4,3,651,2,3,1,26,2,62,1,1,1,1,14,76,94,173,98,0,1,2,0,0,0,12,88000
289,4,3,451,1,4,2,47,10,17,1,1,1,1,189,50,155,173,151,0,1,2,0,44,1,21,122000
290,3,3,418,1,5,3,31,42,62,1,0,1,1,302,67,84,152,314,0,1,4,0,85,1,36,153575
291,7,3,730,4,7,2,102,57,62,2,2,2,1,302,537,588,203,659,1,2,5,1,94,2,296,233230
292,1,3,281,1,4,2,15,38,62,1,2,1,0,102,135,208,241,337,1,0,6,0,0,0,12,135900
293,4,3,243,1,4,1,10,58,62,1,1,1,1,109,109,111,367,337,0,1,5,1,8,1,51,131000
294,7,3,838,3,6,3,74,54,214,1,1,1,1,495,338,597,213,718,1,2,6,1,61,2,84,235000
295,4,3,385,2,5,2,51,21,223,1,1,1,1,305,287,552,173,539,0,1,4,2,40,2,144,167000
296,3,3,331,2,5,2,71,37,62,1,1,1,1,171,159,190,173,251,0,1,3,0,64,2,179,142500
297,4,1,412,0,4,2,22,1,62,1,1,1,1,278,269,201,137,271,0,1,3,0,31,1,208,152000
298,7,2,851,4,6,2,89,48,219,2,2,2,1,444,450,594,290,673,1,2,4,1,76,2,127,239000
299,7,3,676,3,5,2,73,24,110,2,1,1,1,98,245,227,201,428,0,1,4,1,60,2,84,175000
300,4,3,868,4,5,3,22,43,62,1,1,1,1,302,275,180,173,240,0,2,3,1,31,1,45,158500
301,1,3,441,4,4,2,51,21,63,1,1,1,1,182,514,265,173,187,0,1,2,2,40,1,112,157000
302,7,3,916,4,7,2,92,46,62,2,2,2,1,541,591,644,345,762,1,2,6,1,78,2,343,267000
303,4,3,736,4,6,2,99,53,168,2,2,2,1,302,477,525,173,593,1,2,3,1,90,3,237,205000
304,4,3,394,4,4,3,44,7,62,1,2,1,1,216,111,129,173,141,0,1,2,0,68,2,217,149900
305,3,1,965,1,6,4,83,53,62,1,0,1,1,302,617,675,369,767,2,2,7,1,85,3,373,295000
306,4,3,975,4,7,2,85,50,240,2,2,2,1,572,643,701,173,775,1,2,5,0,79,3,216,305900
307,7,3,802,2,6,2,94,36,240,2,1,2,1,498,373,430,291,637,1,2,5,1,75,3,375,225000
308,4,1,41,0,5,3,13,1,62,1,1,1,1,302,20,23,10,38,0,0,3,0,0,0,12,89500
309,0,3,111,1,3,2,28,1,62,1,1,1,1,4,57,13,173,22,0,1,1,0,33,2,84,82500
310,4,3,1026,5,8,2,96,43,62,2,2,3,1,575,679,713,173,818,1,3,5,2,85,3,413,360000
311,7,3,497,3,5,2,90,54,141,1,2,2,1,303,504,146,234,475,1,2,3,1,84,2,90,165600
312,4,3,419,2,5,2,38,53,62,1,1,1,1,254,131,154,173,182,0,1,2,1,23,1,54,132000
313,1,1,320,1,4,3,53,1,62,1,1,2,1,178,248,78,45,208,0,1,2,1,63,2,69,119900
314,4,3,1032,4,6,2,55,18,62,1,1,2,1,606,578,718,173,824,1,1,5,2,46,2,299,375000
315,3,1,385,1,6,3,23,45,62,1,0,1,2,385,349,314,211,445,0,3,3,1,41,2,288,178000
316,7,3,645,3,6,2,85,50,62,2,2,2,1,383,300,337,127,406,1,2,3,1,79,2,133,188500
317,7,3,901,3,6,3,72,25,239,2,1,2,1,528,328,602,336,719,1,3,7,1,70,2,171,260000
318,7,2,422,4,7,2,102,57,62,2,2,2,1,302,385,306,332,617,1,2,5,1,94,3,346,270000
319,7,3,545,5,6,2,90,55,203,2,2,2,1,529,584,625,337,720,1,2,6,1,84,3,365,260000
320,3,3,634,3,6,2,72,25,136,1,1,2,1,437,440,437,173,338,1,1,3,2,34,2,179,187500
321,7,3,1018,5,8,2,102,57,297,1,2,3,2,302,573,708,395,811,2,2,6,0,94,3,383,342643
322,7,3,1024,5,7,2,85,43,299,2,2,3,1,602,565,487,397,816,1,2,7,1,79,3,411,354000
323,7,3,970,2,6,2,88,49,247,2,1,1,1,510,597,677,383,770,1,2,5,1,59,2,127,301000
324,4,1,203,1,2,3,32,50,62,1,1,1,1,288,90,261,173,148,0,1,3,0,37,1,15,126175
325,3,3,826,2,6,3,47,56,238,2,1,2,1,302,555,605,318,683,1,2,7,1,33,2,253,242000
326,0,1,61,0,4,2,16,1,62,1,1,1,1,12,59,52,173,35,0,1,2,0,13,2,63,87000
327,6,3,1000,4,7,2,90,55,62,2,2,2,1,586,659,699,173,794,0,2,3,2,84,2,317,324000
328,4,3,365,2,5,2,66,19,43,1,1,1,1,394,230,515,173,330,0,1,4,0,53,1,80,145250
329,3,3,765,1,5,2,42,54,62,1,0,1,1,302,485,431,141,603,1,2,7,0,17,2,185,214500
330,3,1,17,0,4,2,13,1,62,1,2,1,1,302,64,8,81,74,0,1,3,0,3,1,2,78000
331,2,3,147,2,4,1,67,29,175,1,1,1,1,58,177,477,173,356,1,1,7,0,80,1,34,119000
332,4,3,301,2,4,2,48,33,62,1,1,1,1,148,136,153,173,212,0,1,3,0,25,1,32,139000
333,4,3,949,5,7,2,96,43,263,2,2,2,1,558,628,659,173,748,1,2,4,1,85,3,404,284000
334,6,1,740,5,6,2,85,43,174,2,2,2,1,447,489,535,173,610,1,2,3,1,79,2,171,207000
335,7,3,818,3,5,2,92,48,62,1,2,2,1,366,271,344,226,521,1,1,4,2,78,2,228,192000
336,1,3,816,4,4,2,55,18,62,1,1,1,1,568,524,566,295,619,1,1,4,2,46,2,282,228950
337,4,3,1033,4,8,2,97,57,268,2,2,3,1,568,687,720,173,761,1,2,5,1,82,3,340,377426
338,4,3,741,4,6,2,95,42,103,2,2,2,1,457,483,528,173,600,1,2,4,0,80,2,234,214000
339,4,3,723,3,6,3,71,48,62,2,1,2,1,431,329,495,173,566,1,2,5,0,64,2,113,202500
340,4,3,427,2,5,3,48,48,165,1,1,1,0,249,226,255,173,326,0,1,3,0,25,1,39,155000
341,7,3,726,4,7,2,95,53,62,2,2,2,1,302,454,524,108,575,1,2,6,0,80,2,266,202900
342,4,1,393,2,3,1,22,1,62,0,1,1,0,302,13,49,173,20,0,1,1,0,31,1,26,82000
343,2,3,77,2,2,1,10,1,234,1,0,0,0,302,40,97,173,120,1,1,3,0,8,2,105,87500
344,6,3,915,5,8,2,97,50,246,3,2,3,1,510,595,643,173,731,1,3,3,1,82,2,253,266000
345,2,1,34,0,4,1,70,31,62,1,1,2,1,10,16,18,9,29,0,1,1,0,56,1,46,85000
346,4,3,319,1,5,2,53,1,62,1,0,1,1,302,131,154,107,239,0,0,3,1,63,1,82,140200
347,4,3,410,2,5,3,66,48,62,1,1,1,1,319,187,193,173,245,0,1,2,0,53,1,102,151500
348,4,3,444,2,5,2,66,19,137,1,1,1,1,261,325,390,173,448,1,1,3,2,53,2,106,157500
349,2,3,421,5,6,2,96,43,135,2,2,2,1,244,310,290,159,387,1,2,3,0,85,2,197,154000
350,7,3,1056,5,8,2,97,57,319,3,2,3,1,612,706,739,343,843,1,3,7,2,94,3,427,437154
351,6,3,993,5,8,2,103,56,286,3,2,3,1,302,654,693,173,626,1,3,3,1,89,2,397,318061
352,6,3,655,4,6,2,88,39,62,1,2,2,1,402,546,615,173,510,0,2,3,1,65,2,201,190000
353,4,3,204,1,4,2,16,1,62,1,1,1,0,21,129,123,13,64,0,1,2,0,13,1,3,95000
354,0,1,207,1,5,3,35,42,62,1,0,1,1,302,36,37,173,12,0,1,2,0,82,2,171,105900
355,4,3,393,1,5,2,28,38,62,1,1,1,1,155,141,176,103,235,0,1,3,2,35,1,54,140000
356,4,3,577,4,5,2,105,47,62,2,2,2,2,107,262,302,173,319,1,2,3,0,91,2,214,177500
357,4,3,539,3,5,2,91,33,135,1,2,2,1,273,499,277,173,343,1,2,3,0,81,2,105,173000
358,6,1,247,0,4,2,70,31,62,1,2,2,1,124,491,455,173,197,0,1,3,1,56,2,87,134000
359,3,3,235,4,4,1,48,8,71,1,1,1,1,365,108,539,173,377,0,2,3,0,25,1,37,130000
360,7,3,942,5,7,2,92,48,260,2,2,2,1,530,417,474,359,753,1,2,4,1,78,2,353,280000
361,3,3,434,2,5,2,64,27,62,1,1,2,1,256,234,220,173,156,0,1,2,1,55,2,226,156000
362,4,3,356,1,4,2,28,4,62,1,1,1,1,235,173,162,116,278,0,1,5,0,35,1,54,145000
363,3,3,702,1,6,2,96,42,158,2,0,0,0,302,40,486,239,761,2,2,4,1,85,2,172,198500
364,2,1,68,0,5,3,44,56,13,1,1,1,1,54,29,33,36,51,0,2,2,0,51,1,30,118000
365,7,3,656,3,5,2,70,31,71,1,2,2,1,427,102,181,224,591,1,1,3,1,56,2,175,190000
366,3,1,372,0,4,3,13,52,62,1,1,1,0,411,65,72,76,200,0,1,3,0,49,1,66,147000
367,4,3,472,2,5,2,49,17,70,1,1,2,1,272,249,280,173,368,0,1,3,2,28,2,256,159000
368,3,3,489,2,5,2,50,20,262,1,1,2,1,282,221,388,173,447,0,1,3,1,29,1,61,165000
369,4,3,320,2,4,2,41,3,268,1,2,1,1,224,189,501,173,213,0,1,4,1,30,1,48,132000
370,4,3,473,2,4,3,56,57,62,1,1,1,1,284,435,297,173,362,0,2,4,1,76,2,127,162000
371,7,3,532,3,5,2,87,38,62,1,2,2,1,302,322,361,177,294,1,1,4,1,77,2,161,172400
372,4,3,262,4,3,1,56,13,62,1,1,0,0,302,40,320,82,519,1,1,4,1,66,2,231,134432
373,6,3,191,2,5,2,71,37,62,1,1,2,1,79,209,98,173,145,0,1,1,0,64,1,30,125000
374,4,3,172,2,4,2,51,21,62,1,2,1,1,484,73,89,173,135,0,1,2,0,40,1,49,123000
375,7,3,781,4,6,2,96,43,62,2,2,2,1,302,481,527,279,409,1,2,5,1,85,2,242,219500
376,0,3,6,1,0,0,7,1,62,0,0,0,0,31,4,34,173,52,0,0,1,0,0,0,12,61000
377,3,3,468,4,4,2,104,51,62,2,2,2,1,226,192,218,173,286,0,1,2,0,78,2,127,148000
378,7,2,1015,4,7,2,85,50,62,2,2,2,1,302,604,669,358,808,2,2,5,1,79,2,349,340000
379,4,3,1042,4,8,0,111,60,276,2,2,3,1,614,697,731,173,831,0,3,5,1,97,3,405,394432
380,7,3,585,3,5,2,87,38,140,1,2,2,1,302,350,393,205,616,1,1,4,1,77,2,153,179000
381,4,3,61,1,4,2,4,1,62,1,0,1,1,85,355,485,64,153,1,2,3,1,5,1,32,127000
382,4,2,241,4,6,2,102,57,62,2,2,2,2,302,400,407,173,258,1,2,2,1,94,2,107,187750
383,7,3,586,4,6,2,102,57,62,2,2,2,1,302,330,372,265,598,1,2,5,0,94,2,260,213500
384,0,1,422,2,5,1,35,1,62,1,0,0,0,302,58,28,173,45,0,1,2,0,31,2,63,76000
385,7,3,859,4,5,2,91,33,62,2,2,2,1,505,604,588,313,693,1,2,6,2,81,2,307,240000
386,6,3,561,3,7,2,85,50,140,2,2,2,1,436,301,359,173,419,1,2,3,1,79,2,227,192000
387,4,3,24,1,4,1,11,51,62,1,2,1,1,302,12,11,5,19,0,1,5,0,0,0,12,81000
388,3,3,241,1,5,2,70,31,20,1,1,1,1,80,85,174,173,234,0,1,3,1,61,1,34,125000
389,4,3,665,4,6,2,86,38,163,2,2,2,1,302,495,514,173,474,1,2,3,0,74,2,249,191000
390,7,3,1054,5,8,2,103,58,237,3,2,3,1,622,647,712,407,841,1,3,6,1,96,3,426,426000
391,4,3,89,1,4,3,12,1,62,1,0,1,2,59,57,116,39,137,0,1,4,0,55,1,36,119000
392,7,3,768,2,5,2,99,53,62,1,2,3,1,326,384,349,271,605,1,2,4,1,90,2,89,215000
393,4,3,80,2,4,3,56,13,62,1,0,0,0,302,40,163,173,66,0,1,2,0,62,1,26,106500
394,0,3,63,1,3,2,16,1,62,1,1,1,1,160,123,188,173,58,0,1,1,2,0,0,12,100000
395,4,3,92,1,4,2,28,1,62,1,1,1,1,302,71,150,29,229,0,1,2,0,35,1,54,109000
396,4,3,51,1,4,2,36,5,62,1,1,1,1,336,167,141,173,195,0,1,3,0,10,1,44,129000
397,4,3,241,4,4,2,44,7,62,1,1,1,1,133,111,129,173,141,0,1,3,0,54,2,109,123000
398,7,3,475,2,4,2,50,20,118,1,1,1,1,224,89,295,171,322,1,1,5,1,29,1,30,169500
399,0,1,10,0,4,0,13,1,62,1,0,0,0,302,7,27,173,44,0,1,3,0,3,1,23,67000
400,7,2,651,4,6,2,102,56,243,2,2,2,1,369,275,494,317,680,1,2,4,0,89,2,223,241000
401,6,3,875,4,7,2,104,51,62,2,2,2,1,428,562,614,173,692,0,3,1,2,86,2,247,245500
402,4,3,488,4,6,2,97,50,62,2,2,2,1,436,277,619,173,224,1,2,3,1,82,2,105,164990
403,0,3,334,1,4,3,28,52,62,1,2,1,1,302,65,72,173,94,0,1,1,0,35,1,54,108000
404,7,3,728,5,7,2,92,48,169,2,2,2,1,302,444,540,333,718,1,2,7,1,78,2,90,258000
405,7,3,507,3,5,2,105,51,62,1,2,2,1,302,161,328,164,443,1,1,4,1,91,2,140,168000
406,4,3,399,1,3,1,70,55,62,1,1,1,1,433,202,580,173,573,1,1,5,1,84,2,151,150000
407,4,3,458,1,5,2,39,1,62,1,0,1,1,302,265,458,173,105,0,1,3,0,39,1,54,115000
408,3,3,570,4,5,3,31,31,62,1,0,2,1,302,190,173,203,491,1,1,5,0,53,1,32,177000
409,7,3,943,5,6,2,102,57,276,2,2,3,2,302,435,663,308,754,1,2,6,1,94,3,356,280000
410,7,2,454,4,7,2,103,58,243,2,2,3,1,487,672,418,393,807,1,3,5,1,96,3,384,339750
411,4,3,51,1,4,1,48,8,62,1,1,1,0,302,183,519,173,6,0,1,2,0,25,1,0,60000
412,1,3,357,3,4,2,32,6,62,1,1,1,1,114,136,153,173,212,0,1,2,0,37,2,107,145000
413,4,2,788,4,6,2,106,59,195,3,2,3,1,381,617,390,173,448,1,2,4,1,95,2,171,222000
414,0,1,128,1,4,2,0,1,62,1,1,1,1,302,113,237,173,106,0,1,2,1,4,2,63,115000
415,7,3,813,2,6,2,90,55,62,2,2,2,1,113,363,289,294,777,1,2,6,1,84,3,310,228000
416,4,3,605,3,6,2,103,56,62,2,2,2,1,436,372,233,173,303,1,2,3,0,89,2,75,181134
417,7,3,391,1,5,3,64,27,19,1,1,1,1,87,65,72,168,297,0,1,3,1,55,2,113,149500
418,3,3,852,4,5,2,76,1,62,1,0,2,1,502,506,483,374,674,1,1,7,1,87,3,321,239000
419,4,3,201,1,4,2,28,1,62,1,0,1,1,112,273,247,60,177,0,1,4,0,35,1,54,126000
420,4,3,573,2,4,2,73,24,62,1,1,1,1,168,136,153,173,212,0,1,3,1,60,1,97,142000
421,2,1,739,2,6,2,89,48,268,1,2,2,2,460,462,303,173,200,1,1,5,0,76,2,241,206300
422,4,3,769,3,5,3,74,38,183,2,1,2,1,462,518,531,173,606,1,2,5,1,61,2,282,215000
423,4,3,125,2,4,2,41,3,62,1,1,1,1,302,72,162,173,149,0,1,1,0,30,2,143,113000
424,7,3,689,5,7,2,92,48,281,2,2,2,1,547,617,688,380,785,1,2,5,1,78,3,389,315000
425,4,3,422,2,5,2,36,5,117,1,1,2,1,136,151,95,173,124,0,1,3,1,10,1,39,139000
426,7,1,267,1,6,3,18,33,62,1,1,1,1,302,126,262,86,309,0,1,3,2,11,1,54,135000
427,3,3,930,2,6,2,107,44,178,2,2,2,1,548,609,552,173,539,1,2,2,1,69,2,301,275000
428,4,3,93,2,3,2,52,12,62,1,1,1,1,52,182,59,173,87,0,1,2,0,49,1,34,109008
429,4,3,701,4,6,2,103,56,127,2,2,2,1,345,329,445,173,386,1,2,3,0,89,2,339,195400
430,4,3,555,4,5,2,84,40,62,1,1,2,1,419,409,370,173,323,1,2,3,1,73,2,127,175000
431,2,1,68,0,5,2,26,2,23,1,1,1,1,108,29,33,36,51,0,1,1,0,43,1,30,85400
432,4,1,19,1,5,3,13,48,62,1,0,1,1,302,82,306,4,16,0,1,4,0,0,0,12,79900
433,2,1,169,0,4,2,26,2,18,1,1,1,1,71,75,91,84,138,0,1,3,0,43,2,113,122500
434,7,3,602,3,5,2,89,48,62,1,2,2,1,302,233,260,153,414,1,1,4,1,76,2,226,181000
435,1,1,57,0,3,3,44,7,62,1,1,2,1,66,25,29,173,26,0,1,0,0,0,0,12,81000
436,7,3,755,4,6,2,104,51,62,2,2,2,1,455,426,285,262,563,1,2,3,1,86,2,289,212000
437,4,1,132,1,5,3,13,1,62,1,0,0,1,302,110,250,42,208,0,1,3,0,75,2,113,116000
438,0,1,124,1,5,3,19,43,62,2,2,1,1,302,242,34,173,52,0,1,1,0,24,1,111,119000
439,0,3,43,4,4,2,1,53,62,1,2,1,1,18,28,40,173,40,0,2,1,1,75,1,34,90350
440,4,3,100,1,5,3,13,38,62,1,0,1,0,302,107,136,32,124,0,2,4,0,82,2,87,110000
441,4,3,1067,5,8,2,110,58,268,3,2,3,1,631,716,747,173,854,1,3,7,2,96,3,172,555000
442,2,3,140,1,3,1,32,6,189,1,1,1,1,55,418,304,173,186,1,0,5,0,0,0,12,118000
443,4,1,298,1,4,3,3,33,62,1,2,1,1,302,180,331,94,430,1,1,5,1,17,2,63,162900
444,6,3,612,3,6,2,102,56,186,2,2,3,1,302,309,189,173,193,1,2,3,1,89,3,268,172500
445,7,3,637,4,6,2,100,47,62,2,2,2,1,453,339,520,290,575,1,2,5,1,93,2,232,210000
446,4,3,216,1,5,2,36,5,62,1,1,1,1,302,295,536,173,611,0,1,4,1,10,2,94,127500
447,4,3,657,2,5,2,62,53,62,2,1,1,1,196,451,449,173,511,1,2,3,1,50,2,250,190000
448,7,3,704,3,6,2,92,46,62,2,2,2,1,302,441,541,242,551,1,2,7,1,78,2,266,199900
449,4,1,150,0,5,2,27,1,62,1,0,1,1,302,135,103,81,97,1,1,4,1,7,1,28,119500
450,4,1,124,1,2,3,38,53,62,1,1,1,1,63,10,81,36,126,0,1,3,0,71,1,32,120000
451,0,1,101,1,5,3,3,50,62,1,0,1,1,302,244,61,173,90,0,2,2,0,83,1,49,110000
452,4,3,944,4,6,2,60,34,62,1,1,2,1,469,620,664,173,755,1,2,2,2,68,2,127,280000
453,7,3,729,4,5,2,104,52,201,2,2,3,1,441,458,363,253,569,1,1,4,0,86,2,306,204000
454,7,2,422,4,7,2,110,58,62,2,2,2,1,302,109,354,234,587,1,2,3,0,96,2,340,210000
455,2,3,643,2,4,2,70,31,62,1,1,1,1,392,177,477,173,356,1,1,5,0,56,2,89,188000
456,4,3,385,3,6,2,40,15,102,1,1,1,1,339,331,373,173,431,0,1,3,1,27,2,87,175500
457,3,1,60,1,4,2,42,1,62,1,0,1,1,302,36,112,129,200,0,1,4,0,12,3,299,98000
458,4,3,893,4,3,2,41,54,62,1,1,2,1,433,507,627,173,714,0,2,3,2,30,2,282,256000
459,3,1,469,1,7,3,23,51,62,1,2,1,1,302,250,117,178,357,0,2,4,1,41,1,123,161000
460,4,3,102,1,4,1,22,1,10,1,1,1,1,35,46,325,33,91,0,2,2,1,31,1,34,110000
461,7,2,909,4,7,2,106,59,171,2,2,2,1,322,281,314,341,656,1,1,5,0,95,2,217,263435
462,3,3,241,1,6,4,39,56,62,2,2,2,2,31,77,256,72,327,0,2,3,0,43,2,127,155000
463,4,3,7,1,4,2,55,18,62,1,1,1,1,46,89,88,173,99,0,1,2,1,46,1,63,62383
464,3,3,515,4,5,3,93,47,62,1,1,1,1,396,119,444,219,635,0,1,3,1,63,1,54,188700
465,4,3,178,4,4,2,64,27,77,1,1,2,1,136,158,97,173,120,1,1,2,0,0,0,12,124000
466,6,1,584,3,6,2,85,43,173,2,2,2,1,302,348,400,173,455,1,2,3,1,79,2,124,178740
467,4,3,500,2,6,2,33,16,62,1,1,1,2,306,288,537,173,383,0,1,2,1,44,2,137,167000
468,3,3,369,2,4,3,68,47,44,1,1,1,1,195,349,363,149,539,0,2,4,2,58,1,82,146500
469,4,3,882,5,7,2,102,57,232,2,2,2,1,302,520,617,173,698,1,2,4,1,94,3,386,250000
470,7,3,635,2,5,2,90,55,71,2,2,2,1,387,281,314,263,648,1,2,4,0,84,2,199,187000
471,6,3,756,4,7,2,81,32,62,2,2,2,1,269,475,555,173,506,0,2,1,0,54,2,87,212000
472,7,3,658,3,6,2,74,28,62,1,1,2,1,302,381,450,156,512,1,1,5,1,61,2,251,190000
473,1,1,351,1,5,2,97,50,76,1,2,2,1,207,171,263,173,263,0,1,2,0,82,2,135,148000
474,4,3,1058,5,7,2,102,56,253,2,2,3,1,624,708,741,173,845,1,2,4,1,94,3,409,440000
475,6,3,499,4,7,2,87,38,62,2,2,2,1,518,574,698,173,745,1,3,3,0,77,2,337,251000
476,4,3,197,1,4,2,49,17,62,1,1,1,1,119,152,134,173,188,0,1,2,0,86,2,117,132500
477,4,3,737,4,5,2,89,48,228,1,2,2,1,450,325,516,173,583,1,2,4,1,76,2,274,208900
478,7,3,1036,5,8,2,102,57,305,3,2,2,1,302,690,684,334,827,1,3,6,1,94,3,416,380000
479,4,3,968,4,7,2,103,58,198,2,2,3,1,576,639,692,173,737,1,2,4,1,89,3,315,297000
480,0,1,8,1,3,3,27,38,4,1,0,0,1,84,182,22,173,14,0,1,4,0,91,2,172,89471
481,4,3,1006,5,8,2,85,50,288,2,2,3,1,589,665,702,173,759,1,2,5,1,79,3,392,326000
482,4,3,1031,5,8,2,96,43,304,2,2,3,1,559,684,717,173,658,1,3,3,1,85,3,415,374000
483,3,1,428,1,6,3,31,50,62,2,2,1,1,250,269,309,135,668,0,3,4,1,15,1,104,155000
484,6,1,467,2,5,2,92,48,92,1,2,3,1,292,396,375,173,246,1,1,2,0,78,2,136,164000
485,4,3,404,1,4,3,50,41,62,1,1,1,1,166,115,221,173,291,0,2,3,0,28,1,30,132500
486,4,3,385,2,4,3,22,56,62,2,1,1,1,199,443,409,173,280,0,2,2,1,31,1,30,147000
487,4,3,435,2,4,3,55,18,80,1,1,1,1,93,274,132,173,184,0,1,3,0,46,2,110,156000
488,4,3,556,3,4,2,26,2,62,1,1,2,1,527,411,546,173,502,1,1,4,1,43,2,203,175000
489,1,3,454,1,4,1,12,16,62,1,1,1,0,345,256,642,137,349,1,1,7,1,44,2,143,160000
490,1,1,36,0,3,3,33,53,62,1,1,2,1,11,25,29,173,26,0,2,0,0,44,1,14,86000
491,2,1,160,0,4,2,70,31,62,1,2,2,1,302,38,123,85,107,0,1,1,1,56,1,46,115000
492,4,3,253,2,5,3,16,1,62,1,1,1,1,238,161,193,55,589,0,0,2,2,13,1,54,133000
493,7,3,536,3,5,2,102,57,62,2,2,2,1,302,349,357,168,373,1,1,5,0,94,2,156,172785
494,4,3,342,2,4,2,66,19,62,1,1,1,1,251,227,359,173,419,0,1,3,1,49,1,32,155000
495,0,1,45,1,4,3,6,51,62,1,0,0,1,302,24,26,173,43,0,1,1,0,1,1,10,91300
496,0,0,0,0,3,2,13,1,62,1,1,1,1,66,59,37,173,12,0,1,1,0,0,0,12,34900
497,4,3,1055,5,7,2,91,55,62,2,2,2,1,623,705,738,173,842,2,2,7,1,81,2,288,430000
