Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,SalePrice
248,4,3,312,10,5,2,41,3,61,1,2,2,3,302,146,175,173,241,0,1,3,1,30,2,167,140000
249,7,3,593,16,6,2,96,42,97,2,5,3,3,302,190,173,197,584,2,2,7,0,85,2,247,180000
250,4,3,937,18,5,3,48,57,257,2,2,3,3,370,616,658,357,747,2,2,5,2,25,2,286,277000
251,0,3,16,3,2,0,28,22,61,1,2,2,3,302,349,442,173,247,0,0,4,0,2,0,12,76500
252,6,1,837,17,7,2,102,56,212,2,5,3,3,494,569,584,173,662,2,2,3,1,94,2,325,235000
253,7,3,538,12,5,2,85,43,61,2,5,3,3,302,511,213,191,527,2,2,4,0,79,2,143,173000
254,3,3,512,10,5,3,67,36,126,1,2,3,3,264,291,241,173,199,2,2,5,0,49,1,116,158000
255,4,3,393,10,4,2,52,12,61,1,2,2,3,368,405,482,173,548,0,1,3,0,38,1,26,145000
256,7,3,821,14,6,2,86,46,255,2,5,3,3,302,450,448,297,471,2,2,7,1,74,2,156,230000
257,7,2,744,19,5,2,96,42,61,2,5,3,3,479,89,88,240,356,2,2,5,0,85,2,245,207500
258,4,3,754,16,6,2,102,57,83,2,5,3,3,470,464,549,173,414,2,2,7,1,94,2,180,220000
259,7,3,828,16,6,2,99,41,247,2,5,3,3,491,533,575,268,658,2,2,5,1,90,2,253,231500
260,4,1,56,5,4,2,36,5,61,1,5,0,1,302,40,163,173,66,0,1,2,0,10,1,32,97000
261,3,3,565,10,5,2,50,20,113,1,2,2,3,198,401,296,173,320,0,1,4,1,66,2,145,176000
262,7,3,935,16,7,2,103,56,188,2,5,4,3,302,593,674,355,744,2,3,10,1,89,4,330,276000
263,3,3,405,6,5,3,74,47,51,1,2,3,4,225,204,351,173,407,0,1,4,1,55,2,155,151000
264,4,1,135,5,4,3,54,41,61,1,1,2,3,118,233,260,173,381,0,1,4,0,52,2,171,130000
265,0,1,13,5,4,2,23,43,61,1,1,1,3,302,104,290,173,13,0,1,2,0,46,2,73,73000
266,4,3,728,13,5,2,101,35,158,1,2,3,3,166,343,415,173,374,2,2,5,1,71,2,127,175500
267,7,3,622,14,5,2,89,52,61,1,5,3,3,376,387,355,186,483,2,1,7,1,76,2,188,185000
268,3,3,393,8,4,3,53,52,61,1,5,2,3,327,59,271,129,454,2,2,7,1,63,1,54,179500
269,0,1,157,1,4,2,28,6,61,1,2,2,3,238,286,278,173,129,0,1,2,1,50,1,152,120500
270,4,3,470,4,5,3,70,31,151,1,2,2,4,206,535,409,173,280,0,1,4,1,59,1,73,148000
271,7,2,914,19,7,2,102,57,61,2,5,3,3,302,465,311,292,730,2,2,7,1,94,4,341,266000
272,4,3,864,18,6,3,41,50,61,1,2,3,3,446,554,498,173,442,0,1,3,2,30,2,225,241500
273,7,3,960,24,7,3,86,56,270,2,5,3,3,409,563,462,364,764,2,2,8,1,74,4,364,290000
274,4,3,385,10,5,2,48,40,125,1,2,2,3,147,439,184,173,339,2,1,4,1,25,1,23,139000
275,4,3,184,11,4,3,29,4,61,1,2,2,3,422,87,83,173,131,0,1,3,0,72,1,30,124500
276,4,3,735,3,6,3,23,56,61,2,1,2,3,302,317,230,81,459,2,3,3,0,55,2,172,205000
277,4,3,716,11,6,2,96,42,61,2,5,4,3,302,449,493,173,492,2,2,5,0,85,2,198,201000
278,4,3,325,14,3,2,37,9,61,1,2,2,3,131,89,88,173,99,0,1,2,0,32,2,105,141000
279,4,3,1052,23,8,2,102,56,317,3,5,4,3,302,703,736,173,839,2,3,7,1,89,4,424,415298
280,7,3,669,18,6,2,74,28,146,1,2,3,3,211,414,464,257,520,2,1,7,1,61,2,215,192000
281,7,3,815,12,6,2,107,44,234,2,2,3,3,485,522,639,252,644,2,2,5,1,69,2,252,228500
282,4,2,241,19,5,2,102,57,132,2,5,3,3,377,378,413,173,476,2,2,3,0,94,2,107,185000
283,6,3,745,23,6,2,103,58,150,2,5,3,3,517,405,482,173,548,2,2,4,1,96,2,238,207500
284,4,3,873,19,7,2,110,59,185,2,5,3,3,302,495,597,173,689,2,2,4,1,96,4,313,244600
285,6,3,529,12,5,2,91,33,61,2,5,3,3,350,353,561,173,452,2,2,3,0,81,2,282,179200
286,2,2,486,19,6,2,102,56,61,2,5,3,3,302,294,333,166,285,2,2,3,0,94,2,87,164700
287,4,3,190,10,5,3,50,35,61,1,2,2,3,100,157,279,143,612,0,2,5,1,29,2,113,159000
288,4,3,651,10,3,1,26,2,61,1,2,2,3,14,76,94,173,98,0,1,3,0,2,0,12,88000
289,4,3,451,6,4,2,47,10,16,1,2,2,3,189,50,155,173,151,0,1,3,0,44,1,21,122000
290,3,3,418,3,5,3,31,42,61,1,1,2,3,302,67,84,152,314,0,1,5,0,85,1,36,153575
291,7,3,730,16,7,2,102,57,61,2,5,3,3,302,537,588,203,659,2,2,7,1,94,2,296,233230
292,1,3,281,8,4,2,15,38,61,1,5,2,2,102,135,208,241,337,2,0,8,0,2,0,12,135900
293,4,3,243,4,4,1,10,58,61,1,2,2,3,109,109,111,367,337,0,1,7,1,8,1,51,131000
294,7,3,838,13,6,3,74,54,213,1,2,2,3,495,338,597,213,718,2,2,8,1,61,2,84,235000
295,4,3,385,10,5,2,51,21,223,1,2,2,3,305,287,552,173,539,0,1,5,2,40,2,144,167000
296,3,3,331,11,5,2,71,37,61,1,2,2,3,171,159,190,173,251,0,1,4,0,64,2,179,142500
297,4,1,412,1,4,2,22,1,61,1,2,2,3,278,269,201,137,271,0,1,4,0,31,1,208,152000
298,7,2,851,19,6,2,89,48,219,2,5,3,3,444,450,594,290,673,2,2,5,1,76,2,127,239000
299,7,3,676,13,5,2,73,24,109,2,2,2,3,98,245,227,201,428,0,1,5,1,60,2,84,175000
300,4,3,868,17,5,3,22,43,61,1,2,2,3,302,275,180,173,240,0,2,4,1,31,1,45,158500
301,1,3,441,17,4,2,51,21,62,1,2,2,3,182,514,265,173,187,0,1,3,2,40,1,112,157000
302,7,3,916,16,7,2,92,46,61,2,5,3,3,541,591,644,345,762,2,2,8,1,78,2,343,267000
303,4,3,736,16,6,2,99,53,167,2,5,3,3,302,477,525,173,593,2,2,4,1,90,4,237,205000
304,4,3,394,16,4,3,44,7,61,1,5,2,3,216,111,129,173,141,0,1,3,0,68,2,217,149900
305,3,1,965,5,6,4,83,53,61,1,1,2,3,302,617,675,369,767,3,2,10,1,85,4,373,295000
306,4,3,975,16,7,2,85,50,240,2,5,3,3,572,643,701,173,775,2,2,7,0,79,4,216,305900
307,7,3,802,12,6,2,94,36,240,2,2,3,3,498,373,430,291,637,2,2,7,1,75,4,375,225000
308,4,1,41,1,5,3,13,1,61,1,2,2,3,302,20,23,10,38,0,0,4,0,2,0,12,89500
309,0,3,111,4,3,2,28,1,61,1,2,2,3,4,57,13,173,22,0,1,2,0,33,2,84,82500
310,4,3,1026,23,8,2,96,43,61,2,5,4,3,575,679,713,173,818,2,3,7,3,85,4,413,360000
311,7,3,497,14,5,2,90,54,140,1,5,3,3,303,504,146,234,475,2,2,4,1,84,2,90,165600
312,4,3,419,10,5,2,38,53,61,1,2,2,3,254,131,154,173,182,0,1,3,1,23,1,54,132000
313,1,1,320,5,4,3,53,1,61,1,2,3,3,178,248,78,45,208,0,1,3,1,63,2,69,119900
314,4,3,1032,21,6,2,55,18,61,1,2,3,3,606,578,718,173,824,2,1,7,2,46,2,299,375000
315,3,1,385,5,6,3,23,45,61,1,1,2,4,385,349,314,211,445,0,3,4,1,41,2,288,178000
316,7,3,645,14,6,2,85,50,61,2,5,3,3,383,300,337,127,406,2,2,4,1,79,2,133,188500
317,7,3,901,13,6,3,72,25,239,2,2,3,3,528,328,602,336,719,2,3,10,1,70,2,171,260000
318,7,2,422,19,7,2,102,57,61,2,5,3,3,302,385,306,332,617,2,2,7,1,94,4,346,270000
319,7,3,545,24,6,2,90,55,202,2,5,3,3,529,584,625,337,720,2,2,8,1,84,4,365,260000
320,3,3,634,13,6,2,72,25,135,1,2,3,3,437,440,437,173,338,2,1,4,2,34,2,179,187500
321,7,3,1018,23,8,2,102,57,297,1,5,4,4,302,573,708,395,811,3,2,8,0,94,4,383,342643
322,7,3,1024,23,7,2,85,43,299,2,5,4,3,602,565,487,397,816,2,2,10,1,79,4,411,354000
323,7,3,970,12,6,2,88,49,247,2,2,2,3,510,597,677,383,770,2,2,7,1,59,2,127,301000
324,4,1,203,5,2,3,32,50,61,1,2,2,3,288,90,261,173,148,0,1,4,0,37,1,15,126175
325,3,3,826,10,6,3,47,56,238,2,2,3,3,302,555,605,318,683,2,2,11,1,33,2,253,242000
326,0,1,61,1,4,2,16,1,61,1,2,2,3,12,59,52,173,35,0,1,3,0,13,2,63,87000
327,6,3,1000,20,7,2,90,55,61,2,5,3,3,586,659,699,173,794,0,2,4,2,84,2,317,324000
328,4,3,365,10,5,2,66,19,42,1,2,2,3,394,230,515,173,330,0,1,5,0,53,1,80,145250
329,3,3,765,3,5,2,42,54,61,1,1,2,3,302,485,431,141,603,2,2,10,0,17,2,185,214500
330,3,1,17,1,4,2,13,1,61,1,5,2,3,302,64,8,81,74,0,1,4,0,3,1,2,78000
331,2,3,147,10,4,1,67,29,174,1,2,2,3,58,177,477,173,356,2,1,10,0,80,1,34,119000
332,4,3,301,10,4,2,48,33,61,1,2,2,3,148,136,153,173,212,0,1,4,0,25,1,32,139000
333,4,3,949,23,7,2,96,43,263,2,5,3,3,558,628,659,173,748,2,2,5,1,85,4,404,284000
334,6,1,740,23,6,2,85,43,173,2,5,3,3,447,489,535,173,610,2,2,4,1,79,2,171,207000
335,7,3,818,14,5,2,92,48,61,1,5,3,3,366,271,344,226,521,2,1,5,2,78,2,228,192000
336,1,3,816,21,4,2,55,18,61,1,2,2,3,568,524,566,295,619,2,1,5,2,46,2,282,228950
337,4,3,1033,22,8,2,97,57,268,2,5,4,3,568,687,720,173,761,2,2,7,1,82,4,340,377426
338,4,3,741,16,6,2,95,42,102,2,5,3,3,457,483,528,173,600,2,2,5,0,80,2,234,214000
339,4,3,723,13,6,3,71,48,61,2,2,3,3,431,329,495,173,566,2,2,7,0,64,2,113,202500
340,4,3,427,10,5,3,48,48,164,1,2,2,2,249,226,255,173,326,0,1,4,0,25,1,39,155000
341,7,3,726,21,7,2,95,53,61,2,5,3,3,302,454,524,108,575,2,2,8,0,80,2,266,202900
342,4,1,393,12,3,1,22,1,61,0,2,2,2,302,13,49,173,20,0,1,2,0,31,1,26,82000
343,2,3,77,10,2,1,10,1,234,1,0,0,1,302,40,97,173,120,2,1,4,0,8,2,105,87500
344,6,3,915,23,8,2,97,50,246,3,5,4,3,510,595,643,173,731,2,3,4,1,82,2,253,266000
345,2,1,34,0,4,1,70,31,61,1,2,3,3,10,16,18,9,29,0,1,2,0,56,1,46,85000
346,4,3,319,3,5,2,53,1,61,1,1,2,3,302,131,154,107,239,0,0,4,1,63,1,82,140200
347,4,3,410,10,5,3,66,48,61,1,2,2,3,319,187,193,173,245,0,1,3,0,53,1,102,151500
348,4,3,444,10,5,2,66,19,136,1,2,2,3,261,325,390,173,448,2,1,4,2,53,2,106,157500
349,2,3,421,23,6,2,96,43,134,2,5,3,3,244,310,290,159,387,2,2,4,0,85,2,197,154000
350,7,3,1056,23,8,2,97,57,319,3,5,4,3,612,706,739,343,843,2,3,10,2,94,4,427,437154
351,6,3,993,23,8,2,103,56,286,3,5,4,3,302,654,693,173,626,2,3,4,1,89,2,397,318061
352,6,3,655,18,6,2,88,39,61,1,5,3,3,402,546,615,173,510,0,2,4,1,65,2,201,190000
353,4,3,204,4,4,2,16,1,61,1,2,2,2,21,129,123,13,64,0,1,3,0,13,1,3,95000
354,0,1,207,5,5,3,35,42,61,1,1,2,3,302,36,37,173,12,0,1,3,0,82,2,171,105900
355,4,3,393,8,5,2,28,38,61,1,2,2,3,155,141,176,103,235,0,1,4,2,35,1,54,140000
356,4,3,577,16,5,2,105,47,61,2,5,3,4,107,262,302,173,319,2,2,4,0,91,2,214,177500
357,4,3,539,14,5,2,91,33,134,1,5,3,3,273,499,277,173,343,2,2,4,0,81,2,105,173000
358,6,1,247,0,4,2,70,31,61,1,5,3,3,124,491,455,173,197,0,1,4,1,56,2,87,134000
359,3,3,235,18,4,1,48,8,70,1,2,2,3,365,108,539,173,377,0,2,4,0,25,1,37,130000
360,7,3,942,24,7,2,92,48,260,2,5,3,3,530,417,474,359,753,2,2,5,1,78,2,353,280000
361,3,3,434,11,5,2,64,27,61,1,2,3,3,256,234,220,173,156,0,1,3,1,55,2,226,156000
362,4,3,356,3,4,2,28,4,61,1,2,2,3,235,173,162,116,278,0,1,7,0,35,1,54,145000
363,3,3,702,4,6,2,96,42,157,2,0,0,1,302,40,486,239,761,3,2,5,1,85,2,172,198500
364,2,1,68,2,5,3,44,56,12,1,2,2,3,54,29,33,36,51,0,2,3,0,51,1,30,118000
365,7,3,656,13,5,2,70,31,70,1,5,3,3,427,102,181,224,591,2,1,4,1,56,2,175,190000
366,3,1,372,1,4,3,13,52,61,1,2,2,2,411,65,72,76,200,0,1,4,0,49,1,66,147000
367,4,3,472,10,5,2,49,17,69,1,2,3,3,272,249,280,173,368,0,1,4,2,28,2,256,159000
368,3,3,489,10,5,2,50,20,262,1,2,3,3,282,221,388,173,447,0,1,4,1,29,1,61,165000
369,4,3,320,10,4,2,41,3,268,1,5,2,3,224,189,501,173,213,0,1,5,1,30,1,48,132000
370,4,3,473,10,4,3,56,57,61,1,2,2,3,284,435,297,173,362,0,2,5,1,76,2,127,162000
371,7,3,532,14,5,2,87,38,61,1,5,3,3,302,322,361,177,294,2,1,5,1,77,2,161,172400
372,4,3,262,18,3,1,56,13,61,1,2,0,1,302,40,320,82,519,2,1,5,1,66,2,231,134432
373,6,3,191,12,5,2,71,37,61,1,2,3,3,79,209,98,173,145,0,1,2,0,64,1,30,125000
374,4,3,172,10,4,2,51,21,61,1,5,2,3,484,73,89,173,135,0,1,3,0,40,1,49,123000
375,7,3,781,16,6,2,96,43,61,2,5,3,3,302,481,527,279,409,2,2,7,1,85,2,242,219500
376,0,3,6,4,0,0,7,1,61,0,1,1,0,31,4,34,173,52,1,0,2,0,2,0,12,61000
377,3,3,468,16,4,2,104,51,61,2,5,3,3,226,192,218,173,286,0,1,3,0,78,2,127,148000
378,7,2,1015,19,7,2,85,50,61,2,5,3,3,302,604,669,358,808,3,2,7,1,79,2,349,340000
379,4,3,1042,22,8,0,111,60,276,2,5,4,3,614,697,731,173,831,0,3,7,1,97,4,405,394432
380,7,3,585,14,5,2,87,38,139,1,5,3,3,302,350,393,205,616,2,1,5,1,77,2,153,179000
381,4,3,61,8,4,2,4,1,61,1,1,2,3,85,355,485,64,153,2,2,4,1,5,1,32,127000
382,4,2,241,19,6,2,102,57,61,2,5,3,4,302,400,407,173,258,2,2,3,1,94,2,107,187750
383,7,3,586,16,6,2,102,57,61,2,5,3,3,302,330,372,265,598,2,2,7,0,94,2,260,213500
384,0,1,422,12,5,1,35,1,61,1,1,1,2,302,58,28,173,45,0,1,3,0,31,2,63,76000
385,7,3,859,18,5,2,91,33,61,2,5,3,3,505,604,588,313,693,2,2,8,2,81,2,307,240000
386,6,3,561,15,7,2,85,50,139,2,5,3,3,436,301,359,173,419,2,2,4,1,79,2,227,192000
387,4,3,24,4,4,1,11,51,61,1,5,2,3,302,12,11,5,19,0,1,7,0,2,0,12,81000
388,3,3,241,4,5,2,70,31,19,1,2,2,3,80,85,174,173,234,0,1,4,1,61,1,34,125000
389,4,3,665,16,6,2,86,38,162,2,5,3,3,302,495,514,173,474,2,2,4,0,74,2,249,191000
390,7,3,1054,23,8,2,103,58,237,3,5,4,3,622,647,712,407,841,2,3,8,1,96,4,426,426000
391,4,3,89,4,4,3,12,1,61,1,1,2,4,59,57,116,39,137,0,1,5,0,55,1,36,119000
392,7,3,768,11,5,2,99,53,61,1,5,4,3,326,384,349,271,605,2,2,5,1,90,2,89,215000
393,4,3,80,10,4,3,56,13,61,1,0,0,1,302,40,163,173,66,0,1,3,0,62,1,26,106500
394,0,3,63,3,3,2,16,1,61,1,2,2,3,160,123,188,173,58,0,1,2,2,2,0,12,100000
395,4,3,92,5,4,2,28,1,61,1,2,2,3,302,71,150,29,229,0,1,3,0,35,1,54,109000
396,4,3,51,4,4,2,36,5,61,1,2,2,3,336,167,141,173,195,0,1,4,0,10,1,44,129000
397,4,3,241,16,4,2,44,7,61,1,2,2,3,133,111,129,173,141,0,1,4,0,54,2,109,123000
398,7,3,475,10,4,2,50,20,117,1,2,2,3,224,89,295,171,322,2,1,7,1,29,1,30,169500
399,0,1,10,1,4,0,13,1,61,1,1,1,0,302,7,27,173,44,0,1,4,0,3,1,23,67000
400,7,2,651,19,6,2,102,56,243,2,5,3,3,369,275,494,317,680,2,2,5,0,89,2,223,241000
401,6,3,875,20,7,2,104,51,61,2,5,3,3,428,562,614,173,692,0,3,2,2,86,2,247,245500
402,4,3,488,16,6,2,97,50,61,2,5,3,3,436,277,619,173,224,2,2,4,1,82,2,105,164990
403,0,3,334,6,4,3,28,52,61,1,5,2,3,302,65,72,173,94,0,1,2,0,35,1,54,108000
404,7,3,728,24,7,2,92,48,168,2,5,3,3,302,444,540,333,718,2,2,10,1,78,2,90,258000
405,7,3,507,14,5,2,105,51,61,1,5,3,3,302,161,328,164,443,2,1,5,1,91,2,140,168000
406,4,3,399,6,3,1,70,55,61,1,2,2,3,433,202,580,173,573,2,1,7,1,84,2,151,150000
407,4,3,458,8,5,2,39,1,61,1,1,2,3,302,265,458,173,105,0,1,4,0,39,1,54,115000
408,3,3,570,17,5,3,31,31,61,1,1,3,3,302,190,173,203,491,2,1,7,0,53,1,32,177000
409,7,3,943,23,6,2,102,57,276,2,5,4,4,302,435,663,308,754,2,2,8,1,94,4,356,280000
410,7,2,454,19,7,2,103,58,243,2,5,4,3,487,672,418,393,807,2,3,7,1,96,4,384,339750
411,4,3,51,4,4,1,48,8,61,1,2,2,2,302,183,519,173,6,0,1,3,0,25,1,0,60000
412,1,3,357,14,4,2,32,6,61,1,2,2,3,114,136,153,173,212,0,1,3,0,37,2,107,145000
413,4,2,788,19,6,2,106,59,194,3,5,4,3,381,617,390,173,448,2,2,5,1,95,2,171,222000
414,0,1,128,5,4,2,0,1,61,1,2,2,3,302,113,237,173,106,0,1,3,1,4,2,63,115000
415,7,3,813,12,6,2,90,55,61,2,5,3,3,113,363,289,294,777,2,2,8,1,84,4,310,228000
416,4,3,605,14,6,2,103,56,61,2,5,3,3,436,372,233,173,303,2,2,4,0,89,2,75,181134
417,7,3,391,6,5,3,64,27,18,1,2,2,3,87,65,72,168,297,0,1,4,1,55,2,113,149500
418,3,3,852,17,5,2,76,1,61,1,1,3,3,502,506,483,374,674,2,1,10,1,87,4,321,239000
419,4,3,201,4,4,2,28,1,61,1,1,2,3,112,273,247,60,177,0,1,5,0,35,1,54,126000
420,4,3,573,10,4,2,73,24,61,1,2,2,3,168,136,153,173,212,0,1,4,1,60,1,97,142000
421,2,1,739,11,6,2,89,48,268,1,5,3,4,460,462,303,173,200,2,1,7,0,76,3,241,206300
422,4,3,769,13,5,3,74,38,182,2,2,3,3,462,518,531,173,606,2,2,7,1,61,2,282,215000
423,4,3,125,11,4,2,41,3,61,1,2,2,3,302,72,162,173,149,0,1,2,0,30,2,143,113000
424,7,3,689,24,7,2,92,48,281,2,5,3,3,547,617,688,380,785,2,2,7,1,78,4,389,315000
425,4,3,422,10,5,2,36,5,116,1,2,3,3,136,151,95,173,124,0,1,4,1,10,1,39,139000
426,7,1,267,5,6,3,18,33,61,1,2,2,3,302,126,262,86,309,0,1,4,2,11,1,54,135000
427,3,3,930,12,6,2,107,44,177,2,5,3,3,548,609,552,173,539,2,2,3,1,69,2,301,275000
428,4,3,93,10,3,2,52,12,61,1,2,2,3,52,182,59,173,87,0,1,3,0,49,1,34,109008
429,4,3,701,16,6,2,103,56,126,2,5,3,3,345,329,445,173,386,2,2,4,0,89,2,339,195400
430,4,3,555,21,5,2,84,40,61,1,2,3,3,419,409,370,173,323,2,2,4,1,73,2,127,175000
431,2,1,68,2,5,2,26,2,22,1,2,2,3,108,29,33,36,51,0,1,2,0,43,1,30,85400
432,4,1,19,5,5,3,13,48,61,1,1,2,3,302,82,306,4,16,0,1,5,0,2,0,12,79900
433,2,1,169,2,4,2,26,2,17,1,2,2,3,71,75,91,84,138,0,1,4,0,43,2,113,122500
434,7,3,602,14,5,2,89,48,61,1,5,3,3,302,233,260,153,414,2,1,5,1,76,2,226,181000
435,1,1,57,0,3,3,44,7,61,1,2,3,3,66,25,29,173,26,0,1,1,0,2,0,12,81000
436,7,3,755,16,6,2,104,51,61,2,5,3,3,455,426,285,262,563,2,2,4,1,86,2,289,212000
437,4,1,132,5,5,3,13,1,61,1,1,1,3,302,110,250,42,208,0,1,4,0,75,2,113,116000
438,0,1,124,3,5,3,19,43,61,2,5,2,3,302,242,34,173,52,0,1,2,0,24,1,111,119000
439,0,3,43,17,4,2,1,53,61,1,5,2,3,18,28,40,173,40,0,2,2,1,75,1,34,90350
440,4,3,100,4,5,3,13,38,61,1,1,2,2,302,107,136,32,124,0,2,5,0,82,2,87,110000
441,4,3,1067,23,8,2,110,58,268,3,5,4,3,631,716,747,173,854,2,3,10,2,96,4,172,555000
442,2,3,140,4,3,1,32,6,188,1,2,2,3,55,418,304,173,186,2,0,7,0,2,0,12,118000
443,4,1,298,3,4,3,3,33,61,1,5,2,3,302,180,331,94,430,2,1,7,1,17,2,63,162900
444,6,3,612,15,6,2,102,56,185,2,5,4,3,302,309,189,173,193,2,2,4,1,89,4,268,172500
445,7,3,637,16,6,2,100,47,61,2,5,3,3,453,339,520,290,575,2,2,7,1,93,2,232,210000
446,4,3,216,4,5,2,36,5,61,1,2,2,3,302,295,536,173,611,0,1,5,1,10,2,94,127500
447,4,3,657,10,5,2,62,53,61,2,2,2,3,196,451,449,173,511,2,2,4,1,50,2,250,190000
448,7,3,704,14,6,2,92,46,61,2,5,3,3,302,441,541,242,551,2,2,10,1,78,2,266,199900
449,4,1,150,1,5,2,27,1,61,1,1,2,3,302,135,103,81,97,2,1,5,1,7,1,28,119500
450,4,1,124,5,2,3,38,53,61,1,2,2,3,63,10,81,36,126,0,1,4,0,71,1,32,120000
451,0,1,101,5,5,3,3,50,61,1,1,2,3,302,244,61,173,90,0,2,3,0,83,1,49,110000
452,4,3,944,18,6,2,60,34,61,1,2,3,3,469,620,664,173,755,2,2,3,2,68,2,127,280000
453,7,3,729,21,5,2,104,52,200,2,5,4,3,441,458,363,253,569,2,1,5,0,86,2,306,204000
454,7,2,422,19,7,2,110,58,61,2,5,3,3,302,109,354,234,587,2,2,4,0,96,2,340,210000
455,2,3,643,11,4,2,70,31,61,1,2,2,3,392,177,477,173,356,2,1,7,0,56,2,89,188000
456,4,3,385,13,6,2,40,15,101,1,2,2,3,339,331,373,173,431,0,1,4,1,27,2,87,175500
457,3,1,60,5,4,2,42,1,61,1,1,2,3,302,36,112,129,200,0,1,5,0,12,4,299,98000
458,4,3,893,18,3,2,41,54,61,1,2,3,3,433,507,627,173,714,0,2,4,2,30,2,282,256000
459,3,1,469,5,7,3,23,51,61,1,5,2,3,302,250,117,178,357,0,2,5,1,41,1,123,161000
460,4,3,102,3,4,1,22,1,9,1,2,2,3,35,46,325,33,91,0,2,3,1,31,1,34,110000
461,7,2,909,19,7,2,106,59,170,2,5,3,3,322,281,314,341,656,2,1,7,0,95,2,217,263435
462,3,3,241,8,6,4,39,56,61,2,5,3,4,31,77,256,72,327,0,2,4,0,43,2,127,155000
463,4,3,7,6,4,2,55,18,61,1,2,2,3,46,89,88,173,99,0,1,3,1,46,1,63,62383
464,3,3,515,17,5,3,93,47,61,1,2,2,3,396,119,444,219,635,0,1,4,1,63,1,54,188700
465,4,3,178,16,4,2,64,27,76,1,2,3,3,136,158,97,173,120,2,1,3,0,2,0,12,124000
466,6,1,584,15,6,2,85,43,172,2,5,3,3,302,348,400,173,455,2,2,4,1,79,2,124,178740
467,4,3,500,10,6,2,33,16,61,1,2,2,4,306,288,537,173,383,0,1,3,1,44,2,137,167000
468,3,3,369,10,4,3,68,47,43,1,2,2,3,195,349,363,149,539,0,2,5,2,58,1,82,146500
469,4,3,882,23,7,2,102,57,232,2,5,3,3,302,520,617,173,698,2,2,5,1,94,4,386,250000
470,7,3,635,12,5,2,90,55,70,2,5,3,3,387,281,314,263,648,2,2,5,0,84,2,199,187000
471,6,3,756,22,7,2,81,32,61,2,5,3,3,269,475,555,173,506,0,2,2,0,54,2,87,212000
472,7,3,658,13,6,2,74,28,61,1,2,3,3,302,381,450,156,512,2,1,7,1,61,2,251,190000
473,1,1,351,4,5,2,97,50,75,1,5,3,3,207,171,263,173,263,0,1,3,0,82,2,135,148000
474,4,3,1058,23,7,2,102,56,253,2,5,4,3,624,708,741,173,845,2,2,5,1,94,4,409,440000
475,6,3,499,22,7,2,87,38,61,2,5,3,3,518,574,698,173,745,2,3,4,0,77,2,337,251000
476,4,3,197,6,4,2,49,17,61,1,2,2,3,119,152,134,173,188,0,1,3,0,86,2,117,132500
477,4,3,737,16,5,2,89,48,228,1,5,3,3,450,325,516,173,583,2,2,5,1,76,2,274,208900
478,7,3,1036,23,8,2,102,57,305,3,5,3,3,302,690,684,334,827,2,3,8,1,94,4,416,380000
479,4,3,968,16,7,2,103,58,197,2,5,4,3,576,639,692,173,737,2,2,5,1,89,4,315,297000
480,0,1,8,5,3,3,27,38,3,1,1,1,3,84,182,22,173,14,0,1,5,0,91,2,172,89471
481,4,3,1006,23,8,2,85,50,288,2,5,4,3,589,665,702,173,759,2,2,7,1,79,4,392,326000
482,4,3,1031,23,8,2,96,43,304,2,5,4,3,559,684,717,173,658,2,3,4,1,85,4,415,374000
483,3,1,428,5,6,3,31,50,61,2,5,2,3,250,269,309,135,668,0,3,5,1,15,1,104,155000
484,6,1,467,11,5,2,92,48,91,1,5,4,3,292,396,375,173,246,2,1,3,0,78,2,136,164000
485,4,3,404,6,4,3,50,41,61,1,2,2,3,166,115,221,173,291,0,2,4,0,28,1,30,132500
486,4,3,385,10,4,3,22,56,61,2,2,2,3,199,443,409,173,280,0,2,3,1,31,1,30,147000
487,4,3,435,10,4,3,55,18,79,1,2,2,3,93,274,132,173,184,0,1,4,0,46,2,110,156000
488,4,3,556,13,4,2,26,2,61,1,2,3,3,527,411,546,173,502,2,1,5,1,43,2,203,175000
489,1,3,454,5,4,1,12,16,61,1,2,2,2,345,256,642,137,349,2,1,10,1,44,2,143,160000
490,1,1,36,0,3,3,33,53,61,1,2,3,3,11,25,29,173,26,0,2,1,0,44,1,14,86000
491,2,1,160,0,4,2,70,31,61,1,5,3,3,302,38,123,85,107,0,1,2,1,56,1,46,115000
492,4,3,253,10,5,3,16,1,61,1,2,2,3,238,161,193,55,589,0,0,3,2,13,1,54,133000
493,7,3,536,14,5,2,102,57,61,2,5,3,3,302,349,357,168,373,2,1,7,0,94,2,156,172785
494,4,3,342,10,4,2,66,19,61,1,2,2,3,251,227,359,173,419,0,1,4,1,49,1,32,155000
495,0,1,45,5,4,3,6,51,61,1,1,1,3,302,24,26,173,43,0,1,2,0,0,1,10,91300
496,0,0,0,1,3,2,13,1,61,1,2,2,3,66,59,37,173,12,0,1,2,0,2,0,12,34900
497,4,3,1055,24,7,2,91,55,61,2,5,3,3,623,705,738,173,842,3,2,10,1,81,2,288,430000
